Name,Address 1,City,State,ZipCode,DistanceFromSearchedZipCode,SearchedZipCode,ServiceType,Phone,Hours,County
Second Baptist Church - agency closed on April 2,331 N Kansas Avenue,Olathe,KS,66061,Distance: 2.90 Miles,66051, Pantry,913-780-5553,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
12:00 PM - 1:00 PM
Wednesday - every week
1:00 PM - 1:30 PM
Thursday - every week
4:00 PM - 6:30 PM
Closed
Monday, Tuesday, Friday, Saturday",Johnson
Redemption Church,515 S Ridgeview Road,Olathe,KS,66061,Distance: 2.90 Miles,66051, Moblie Distribution,913-712-8520,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
1:00 PM - 2:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Catholic Charities,333 E Poplar Street,Olathe,KS,66061,Distance: 2.90 Miles,66051, Moblie Distribution,913-782-4077,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 4th Week
9:00 AM - 10:15 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Second Baptist Church,331 N Kansas Avenue,Olathe,KS,66061,Distance: 2.90 Miles,66051, Moblie Distribution,913-780-5553,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Saturday
12:00 PM - 1:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
New Hope Presbyterian Church,13310 S Blackbob Road,Olathe,KS,66062,Distance: 3.40 Miles,66051, Pantry,913-782-0955,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
1:00 PM - 6:00 PM
Tuesday - every week
1:00 PM - 6:00 PM
Wednesday - every week
1:00 PM - 6:00 PM
Thursday - every week
1:00 PM - 6:00 PM
Friday - every week
1:00 PM - 6:00 PM
Closed
Sunday, Saturday",Johnson
New Hope Presbyterian Church,13310 S Blackbob Road,Olathe,KS,66062,Distance: 3.40 Miles,66051, Moblie Distribution,913-782-0955,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Open Arms,12480 S Black Bob Road,Olathe,KS,66062,Distance: 3.40 Miles,66051, Moblie Distribution,913-744-1177,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
7:30 AM - 9:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Heartland Community Church,12175 S Strang Line Road,Olathe,KS,66062,Distance: 3.40 Miles,66051, Moblie Distribution,913-341-5820,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
9:00 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Agape Christian Center,249 N Metcalf,Louisburg,KS,66053,Distance: 0.00 Miles,66053, Pantry,913-980-3147,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 3rd Week
8:30 AM - 10:30 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Miami
Pantry of Hope,329 Elm Street,Nortonville,KS,66060,Distance: 0.00 Miles,66060, Pantry,913-774-2742,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Jefferson
CCF Dunamis,911 S Parker Street Suite B,Olathe,KS,66061,Distance: 0.00 Miles,66061, Pantry,816-288-1320,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
12:00 PM -
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Catholic Charities,333 E Poplar Street,Olathe,KS,66061,Distance: 0.00 Miles,66061, Pantry,913-433-2572,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Closed
Sunday, Saturday",Johnson
First Christian Church,200 E Loula Street,Olathe,KS,66061,Distance: 0.00 Miles,66061, Pantry,913-764-3555,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Second Baptist Church - agency closed on April 2,331 N Kansas Avenue,Olathe,KS,66061,Distance: 0.00 Miles,66061, Pantry,913-780-5553,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
12:00 PM - 1:00 PM
Wednesday - every week
1:00 PM - 1:30 PM
Thursday - every week
4:00 PM - 6:30 PM
Closed
Monday, Tuesday, Friday, Saturday",Johnson
Redemption Church,515 S Ridgeview Road,Olathe,KS,66061,Distance: 0.00 Miles,66061, Moblie Distribution,913-712-8520,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
1:00 PM - 2:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Catholic Charities,333 E Poplar Street,Olathe,KS,66061,Distance: 0.00 Miles,66061, Moblie Distribution,913-782-4077,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 4th Week
9:00 AM - 10:15 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Second Baptist Church,331 N Kansas Avenue,Olathe,KS,66061,Distance: 0.00 Miles,66061, Moblie Distribution,913-780-5553,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Saturday
12:00 PM - 1:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
New Hope Presbyterian Church,13310 S Blackbob Road,Olathe,KS,66062,Distance: 0.00 Miles,66062, Pantry,913-782-0955,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
1:00 PM - 6:00 PM
Tuesday - every week
1:00 PM - 6:00 PM
Wednesday - every week
1:00 PM - 6:00 PM
Thursday - every week
1:00 PM - 6:00 PM
Friday - every week
1:00 PM - 6:00 PM
Closed
Sunday, Saturday",Johnson
Heartland Community Church,12175 S Strang Line Road,Olathe,KS,66062,Distance: 0.00 Miles,66062, Moblie Distribution,913-341-5820,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
9:00 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Open Arms,12480 S Black Bob Road,Olathe,KS,66062,Distance: 0.00 Miles,66062, Moblie Distribution,913-744-1177,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
7:30 AM - 9:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
New Hope Presbyterian Church,13310 S Blackbob Road,Olathe,KS,66062,Distance: 0.00 Miles,66062, Moblie Distribution,913-782-0955,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
CCF Dunamis,911 S Parker Street Suite B,Olathe,KS,66061,Distance: 2.90 Miles,66063, Pantry,816-288-1320,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
12:00 PM -
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Catholic Charities,333 E Poplar Street,Olathe,KS,66061,Distance: 2.90 Miles,66063, Pantry,913-433-2572,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Closed
Sunday, Saturday",Johnson
First Christian Church,200 E Loula Street,Olathe,KS,66061,Distance: 2.90 Miles,66063, Pantry,913-764-3555,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Second Baptist Church - agency closed on April 2,331 N Kansas Avenue,Olathe,KS,66061,Distance: 2.90 Miles,66063, Pantry,913-780-5553,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
12:00 PM - 1:00 PM
Wednesday - every week
1:00 PM - 1:30 PM
Thursday - every week
4:00 PM - 6:30 PM
Closed
Monday, Tuesday, Friday, Saturday",Johnson
Redemption Church,515 S Ridgeview Road,Olathe,KS,66061,Distance: 2.90 Miles,66063, Moblie Distribution,913-712-8520,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
1:00 PM - 2:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Catholic Charities,333 E Poplar Street,Olathe,KS,66061,Distance: 2.90 Miles,66063, Moblie Distribution,913-782-4077,"PLEASE CALL TO CONFIRM HOURS
Tuesday - 4th Week
9:00 AM - 10:15 AM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Second Baptist Church,331 N Kansas Avenue,Olathe,KS,66061,Distance: 2.90 Miles,66063, Moblie Distribution,913-780-5553,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Saturday
12:00 PM - 1:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
New Hope Presbyterian Church,13310 S Blackbob Road,Olathe,KS,66062,Distance: 3.30 Miles,66063, Pantry,913-782-0955,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
1:00 PM - 6:00 PM
Tuesday - every week
1:00 PM - 6:00 PM
Wednesday - every week
1:00 PM - 6:00 PM
Thursday - every week
1:00 PM - 6:00 PM
Friday - every week
1:00 PM - 6:00 PM
Closed
Sunday, Saturday",Johnson
New Hope Presbyterian Church,13310 S Blackbob Road,Olathe,KS,66062,Distance: 3.30 Miles,66063, Moblie Distribution,913-782-0955,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Open Arms,12480 S Black Bob Road,Olathe,KS,66062,Distance: 3.30 Miles,66063, Moblie Distribution,913-744-1177,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
7:30 AM - 9:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Heartland Community Church,12175 S Strang Line Road,Olathe,KS,66062,Distance: 3.30 Miles,66063, Moblie Distribution,913-341-5820,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
9:00 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Johnson
Community Senior Service,811 6th Street PO Box 310,Osawatomie,KS,66064,Distance: 0.00 Miles,66064, Pantry,913-755-4169,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st, 2nd and 3rd Week
8:30 AM - 11:30 AM
Saturday - 4th week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Miami
Victory Baptist Church,212 E Main Street,Osawatomie,KS,66064,Distance: 0.00 Miles,66064, Pantry,913-755-4678,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
9:00 AM - 10:00 AM
1:00 PM - 5:00 PM
Wednesday - every week
6:00 PM - 7:00 PM
Closed
Monday, Tuesday, Thursday, Friday, Saturday",Miami
Tri-Ko Inc,301 First Street,Osawatomie,KS,66064,Distance: 0.00 Miles,66064, Pantry,913-755-3025,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 12:00 PM
12:30 PM - 5:30 PM
Tuesday - every week
8:00 AM - 12:00 PM
12:30 PM - 5:30 PM
Wednesday - every week
8:00 AM - 12:00 PM
12:30 PM - 5:30 PM
Thursday - every week
8:00 AM - 12:00 PM
12:30 PM - 5:30 PM
Friday - every week
8:00 AM - 12:00 PM
12:30 PM - 5:30 PM
Closed
Sunday, Saturday",Miami
Community Senior Service Center Inc,811 6th Street Post Office Box 310,Osawatomie,KS,66064,Distance: 0.00 Miles,66064, Pantry,913-755-4169,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st, 2nd, 3rd and 4th Weeks
8:30 AM - 11:30 AM
Saturday - 4th Week
9:30 AM - 11:30 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Miami
Jefferson County Service Organization Oskaloosa,410 Liberty,Oskaloosa,KS,66066,Distance: 0.00 Miles,66066, Moblie Distribution,785-863-2637,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st Week
10:00 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Jefferson
ECKAN-Franklin County,517 E Third,Ottawa,KS,66067,Distance: 0.00 Miles,66067, Pantry,785-242-7450,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 5:00 PM
Tuesday - every week
8:00 AM - 5:00 PM
Wednesday - every week
8:00 AM - 5:00 PM
Thursday - every week
8:00 AM - 5:00 PM
Friday - every week
8:00 AM - 5:00 PM
Closed
Sunday, Saturday",Franklin
Hope House,304 S Walnut Street,Ottawa,KS,66067,Distance: 0.00 Miles,66067, Pantry,785-242-4444,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
Thursday - every week
9:00 AM - 12:00 PM
Saturday - 2nd Week
9:00 AM - 11:00 AM
Closed
Sunday, Monday, Friday",Franklin
ECKAN,208 West 17th Street,Ottawa,KS,66067,Distance: 0.00 Miles,66067, Moblie Distribution,785-893-0809,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Franklin
Hope House,304 South Walnut Street,Ottawa,KS,66067,Distance: 0.00 Miles,66067, Pantry,785-242-4444,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
9:00 AM - 12:00 PM
Wednesday - every week
9:00 AM - 12:00 PM
Thursday - every week
9:00 AM - 12:00 PM
Saturday - 2nd Week
9:00 AM - 11:00 AM
Closed
Sunday, Monday, Friday",Franklin
Jefferson County Service Organization Lakeside,9887 Main,Ozawkie,KS,66070,Distance: 0.00 Miles,66070, Moblie Distribution,785-863-2637,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st Week
11:30 AM - 12:30 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Jefferson
Cross Point Assembly of God,1016 N Pearl Street,Paola,KS,66071,Distance: 0.00 Miles,66071, Pantry,913-294-2429,"PLEASE CALL TO CONFIRM HOURS
Saturday - 2nd, 3rd and 4th
6:00 AM - 9:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Miami
Cross Point Assembly of God,1016 N Pearl Street,Paola,KS,66071,Distance: 0.00 Miles,66071, Moblie Distribution,913-294-2429,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st Week
8:30 AM - 10:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Miami
Crossroads Cowboy Church,1225 Oak Street,Perry,KS,66073,Distance: 0.00 Miles,66073, Pantry,785-836-3055,"PLEASE CALL TO CONFIRM HOURS
Monday - 2nd and 4th Week
1:00 PM - 3:30 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Jefferson
Williamstown Assembly of God,1225 Oak Street,Perry,KS,66073,Distance: 0.00 Miles,66073, Moblie Distribution,785-597-5228,"PLEASE CALL TO CONFIRM HOURS
Monday - 3rd Week
2:00 PM - 3:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Jefferson
Stull United Methodist Church,1596 East 250 Road,Lecompton,KS,66050,Distance: 2.50 Miles,66073, Moblie Distribution,785-887-6605,"PLEASE CALL TO CONFIRM HOURS
Thursday - 4th Week
12:00 PM - 1:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Jefferson
Stull United Methodist Church,1596 East 250 Road,Lecompton,KS,66050,Distance: 2.50 Miles,66073, Pantry,785-887-6521,"PLEASE CALL TO CONFIRM HOURS
Thursday - 1st and 3rd Week
7:00 PM - 8:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Jefferson
Lecompton United Methodist,402 Elmore,Lecompton,KS,66050,Distance: 2.50 Miles,66073, Pantry,785-393-3382,"PLEASE CALL TO CONFIRM HOURS
Saturday - 3rd Week
7:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Jefferson
Spring Hill Food Pantry,206 N Webster,Spring,Hill,KS,Distance: 0.00 Miles,66083, Pantry,913-592-5433,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:00 AM - 10:30 AM
6:00 PM - 7:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Spring Hill Mobile Food Pantry,206 N Webster,Spring,Hill,KS,Distance: 0.00 Miles,66083, Moblie Distribution,913-592-5433,"PLEASE CALL TO CONFIRM HOURS
Thursday - 1st and 3rd Week
10:00 AM - 11:30 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Spring Hill Food Pantry,206 North Webster,Spring,Hill,KS,Distance: 0.00 Miles,66083, Pantry,913-592-5433,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
9:00 AM - 10:00 AM
6:00 PM - 7:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Stilwell Baptist Caring,19950 Broadmoor Lane,Stilwell,KS,66085,Distance: 0.00 Miles,66085, Pantry,913-897-2261,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
6:00 PM - 7:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday, Saturday",Johnson
Stilwell Baptist Caring,19950 Broadmoor Lane,Stilwell,KS,66085,Distance: 0.00 Miles,66085, On-site Meals,913-897-2261,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st Week
12:00 PM - 2:30 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Johnson
Stilwell Baptist Caring,19950 Broadmoor Lane,Stilwell,KS,66085,Distance: 0.00 Miles,66085, Moblie Distribution,913-897-2261,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Johnson
Valley Falls Pantry,411 Broadway,Valley,Falls,KS,Distance: 0.00 Miles,66088, Pantry,785-224-9811,"PLEASE CALL TO CONFIRM HOURS
Sunday - every week
10:00 AM - 12:00 PM
Wednesday - every week
10:00 AM - 12:00 PM
Closed
Monday, Tuesday, Thursday, Friday, Saturday",Jefferson
Wellsville Family Worship,601 Locust Street,Wellsville,KS,66092,Distance: 0.00 Miles,66092, Pantry,785-883-2533,"PLEASE CALL TO CONFIRM HOURS
Thursday - every week
6:00 PM - 7:00 PM
Saturday - 3rd Week
10:30 AM - 12:30 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Friday",Franklin
Wellsville Family Worship,601 Locust Street,Wellsville,KS,66092,Distance: 0.00 Miles,66092, Moblie Distribution,913-710-6255,"PLEASE CALL TO CONFIRM HOURS
Friday - 3rd Week
9:00 AM - 10:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Saturday",Franklin
New Bethel Community Service,745 Walker Avenue,Kansas,City,KS,Distance: 0.00 Miles,66101, Pantry,913-281-1993,"PLEASE CALL TO CONFIRM HOURS
Wednesday - 1st and 3rd Week
2:00 PM - 4:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday, Saturday",Wyandotte
MLM - Wyandotte,722 Reynolds Avenue,Kansas,City,KS,Distance: 0.00 Miles,66101, Pantry,913-342-8333,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:00 AM - 11:00 AM
Wednesday - every week
8:00 AM - 11:00 AM
Thursday - every week
8:00 AM - 11:00 AM
Friday - every week
8:00 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Young Memorial Church,2401 N 9th Street,Kansas,City,KS,Distance: 0.00 Miles,66101, Pantry,913-321-5526,"PLEASE CALL TO CONFIRM HOURS
Tuesday - every week
1:30 PM - 5:00 PM
Closed
Sunday, Monday, Wednesday, Thursday, Friday, Saturday",Wyandotte
MLM,722 Reynolds Avenue,Kansas,City,KS,Distance: 0.00 Miles,66101, Pantry,816-931-0027,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 11:00 AM
Tuesday - every week
8:30 AM - 11:00 AM
Wednesday - every week
8:30 AM - 11:00 AM
Thursday - every week
8:30 AM - 11:00 AM
Friday - every week
8:30 AM - 11:00 AM
Closed
Sunday, Saturday",Wyandotte
Made Men,1211 N. 8th St.,Kansas,City,KS,Distance: 0.00 Miles,66101, Pantry,913-521-9400,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 4:00 PM
Tuesday - every week
9:00 AM - 4:00 PM
Wednesday - every week
9:00 AM - 4:00 PM
Thursday - every week
9:00 AM - 4:00 PM
Friday - every week
9:00 AM - 4:00 PM
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday",Wyandotte
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 2.70 Miles,66101, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Wyandotte
Bridges of Hope,933 Argentine Boulevard,Kansas,City,KS,Distance: 2.70 Miles,66101, Pantry,913-602-0660,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 11:00 AM
Tuesday - every week
9:00 AM - 11:00 AM
Wednesday - every week
9:00 AM - 11:00 AM
Thursday - every week
9:00 AM - 11:00 AM
Closed
Sunday, Friday, Saturday",Wyandotte
Cross Lines Community,736 Shawnee Avenue,Kansas,City,KS,Distance: 2.70 Miles,66101, Pantry,913-281-3388,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 12:00 PM
1:00 PM - 4:00 PM
Closed
Sunday, Tuesday, Wednesday, Thursday, Friday, Saturday",Wyandotte
Agape Multicultural SDA,1117 North 28th Street,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-306-4455,"PLEASE CALL TO CONFIRM HOURS
Saturday - April 4 and 4th Saturday
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Giving Hope KC,6640 State Avenue,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-291-9031,"PLEASE CALL TO CONFIRM HOURS
Saturday - every week
9:00 AM - 12:00 PM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Catholic Charities,2220 Central Avenue,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-433-2100,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:00 PM
Tuesday - every week
8:30 AM - 4:00 PM
Wednesday - every week
8:30 AM - 4:00 PM
Thursday - every week
8:30 AM - 4:00 PM
Friday - every week
8:30 AM - 4:00 PM
Closed
Sunday, Saturday",Wyandotte
Bethel Neighborhood Center,1916 Central Avenue,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-371-8218,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
9:00 AM - 3:00 PM
Tuesday - every week
9:00 AM - 3:00 PM
Wednesday - every week
9:00 AM - 12:30 PM
Thursday - every week
9:00 AM - 3:00 PM
Friday - every week
9:00 AM - 3:00 PM
Closed
Sunday, Saturday",Wyandotte
Salvation Army,6721 State Avenue,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-957-5900,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:00 AM - 4:30 PM
Tuesday - every week
8:00 AM - 4:30 PM
Wednesday - every week
9:30 AM - 6:00 PM
Thursday - every week
8:00 AM - 4:30 PM
Friday - every week
8:00 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
Greater Jerusalem Baptist Church,1610 N 10th Street,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-371-1487,"PLEASE CALL TO CONFIRM HOURS
Wednesday - every week
5:00 PM - 7:30 PM
Saturday - every week
3:00 PM - 5:00 PM
Closed
Sunday, Monday, Tuesday, Thursday, Friday",Wyandotte
Carry The Cross,5517 Freeman Avenue,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-515-0045,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
5:00 PM - 8:30 PM
Thursday - every week
9:00 AM - 9:00 PM
Closed
Sunday, Tuesday, Wednesday, Friday, Saturday",Wyandotte
Grandview Park,1613 Wilson Boulevard,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,816-804-7944,"PLEASE CALL TO CONFIRM HOURS
Saturday - 1st and 3rd Week
9:30 AM - 11:00 AM
Closed
Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Wyandotte
Catholic Charities,2220 Central Avenue,Kansas,City,KS,Distance: 2.90 Miles,66101, Pantry,913-432-3141,"PLEASE CALL TO CONFIRM HOURS
Monday - every week
8:30 AM - 4:30 PM
Tuesday - every week
8:30 AM - 4:30 PM
Wednesday - every week
8:30 AM - 4:30 PM
Thursday - every week
8:30 AM - 4:30 PM
Friday - every week
8:30 AM - 4:30 PM
Closed
Sunday, Saturday",Wyandotte
